100	0.01	0.0164294	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0163956	0.01	0	0.053682	0.01	0.01	0.01	0.0533641	0.018394	0.01	0.0249282	0.0086587	0.0401667	0.039887	0.01	0.01	0	0.01	0.0463663	0.01	0.0971776	0.0579216	0.01	0.0579084	0.0411317	0.01	0.0512713	0.0136216	0.01	0.01	0.01	0.0285873	0.0234121	0.0116165	0.01	0.0328348	0.01	0.01	0.0154756	0.01	0.01	0.01	0.00833818	0.01	0.01	0.01	0.01	0.0563185	0.01	0.0477321	0.01	0.01	0.01	0.01	0.01	0.0470891	0.0586997	0	0.01	0.01	0.01	0.0066114	0.01	0.01	0.01	0.01	0.01	0	0.01	0.0614105	0.01	0.0349808	0.0144973	0.0101875	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.040735	0.01	0.01	0.0219922	
200	0.000242662	0.0164294	0.0543808	0.01	0.0638796	0.01	0.01	0.00272388	0.01	0.0546095	0.0744601	0.0386634	0.053682	0.083784	0.0340995	0.01	0.0533641	0.018394	0.01	0.0249282	0.0086587	0.0401667	0.039887	0.067022	0.01	0.0137105	0.0193317	0.0463663	0.01	0.0971776	0.0579216	0	0.0579084	0.0411317	0.0510085	0.0512713	0.0136216	0.0348071	0.01	0.0162283	0.0285873	0.0234121	0.0116165	0.01	0.0328348	0.01	0.017391	0.0154756	0.01	0.0369183	0.01	0.00833818	0.0253042	0.0438443	0.01	0.01	0.0563185	0.01	0.0477321	0.01	0.0110504	0.01	0.0259863	0.0402861	0.0470891	0.118353	0.0543603	0.01	0.0569194	0.0264423	0.0276085	0.048775	0	0.0676331	0.0206186	0.00758325	0	0.01	0.0315558	0.01	0.0349808	0.0144973	0.0101875	0.0242111	0	0.01	0.01	0.0334103	0.0445771	0	0.0136026	0.01	0.01	0.0816366	0.01	0.086158	0.040735	0.01	0.0278605	0.0219922	
300	0.136265	0.0164294	0.0543808	0.01	0.0638796	0.01	0.0482616	0	0.0686531	0.123781	0.0744601	0.0386634	0.053682	0.083784	0.0340995	0.104917	0.0533641	0.0414474	0.01	0.0249282	0.0086587	0.114718	0.0932523	0.067022	0	0.0137105	0.0193317	0.0463663	0.01	0.0971776	0.0579216	0.110817	0.0721013	0.12745	0.0510085	0.0512713	0.0136216	0.0348071	0.01	0.0611866	0.0821388	0.0234121	0.0529252	0.01	0.0689825	0.01	0.0791897	0.0154756	0.0581425	0.0682891	0.109363	0.00833818	0.0253042	0.0640372	0.0117699	0.01	0.0358254	0.01	0.0323158	0.01	0.0110504	0.0651081	0.0259863	0.00982941	0.0470891	0.118353	0.0543603	0.0494583	0.0569194	0.0845992	0.112914	0.0569432	0.0479688	0.0934141	0.0206186	0.00758325	0.0710711	0.148762	0.11648	0.01	0.0349808	0.0144973	0.00950896	0.0384249	0.0592483	0.01	0.0987926	0.0862105	0.0445771	0.0666439	0.0406574	0.01	0.01	0.0871821	0.01	0.086158	0.040735	0.0954222	0.0479392	0.0897901	
400	0.119631	0.150661	0.0543808	0.0598589	0.0876923	0.00690771	0.0524	0.107018	0.124796	0.133483	0.116657	0.120725	0.053682	0.083784	0.0808562	0.104917	0.0533641	0.0414474	0.0559656	0.12916	0.06214	0.114718	0.0932523	0.132703	0.00046898	0.0935126	0.024583	0.0979779	0.01	0.0971776	0.0579216	0.110817	0.159827	0.12745	0.0510085	0.0512713	0.0136216	0.038794	0.0822573	0.108736	0.0821388	0.149077	0.0529252	0.01	0.0689825	0.0675453	0.0791897	0.104689	0.0785897	0.0682891	0.109363	0.00833818	0.069721	0.0640372	0.0651223	0.01	0.120279	0.01	0.0323158	0.01	0.0110504	0.0651081	0.0259863	0.070791	0.158278	0.182399	0.171552	0.0494583	0.0569194	0.0845992	0.112914	0.1581	0.1525	0.0934141	0.0206186	0.00758325	0.0710711	0.148762	0.174964	0.01	0.0635593	0.128712	0.00950896	0.0827488	0.0470203	0.146199	0.0987926	0.0846832	0.0692415	0.157082	0.0554016	0.119125	0.01	0.0871821	0.141122	0.086158	0.040735	0.0954222	0.19233	0.0897901	
500	0.119631	0.150661	0.0543808	0.0598589	0.149936	0.00690771	0.162963	0.107018	0.124796	0.133483	0.133606	0.219972	0.105086	0.181419	0.133828	0.104917	0.0533641	0.0299368	0.0726102	0.12916	0.154608	0.114718	0.0932523	0.118861	0.0705342	0.150939	0.113888	0.0979779	0.01	0.0971776	0.111514	0.110817	0.170525	0.12745	0.124756	0.0548103	0.0136216	0.038794	0.0822573	0.108736	0.0821388	0.149077	0.0778109	0.01	0.0689825	0.0978521	0.0791897	0.103296	0.145824	0.136974	0.115293	0.0921727	0.106843	0.103828	0.0651223	0.01	0.120279	0.126449	0.0571743	0.183894	0.0110504	0.0651081	0.151217	0.104503	0.158278	0.182399	0.171552	0.132604	0.0569194	0.0845992	0.218376	0.1581	0.1525	0.0934141	0.0206186	0.00758325	0.0953693	0.0799424	0.174964	0.01	0.0635593	0.128712	0.148531	0.0827488	0.151505	0.146199	0.0987926	0.128648	0.109557	0.172616	0.108356	0.158317	0.01	0.210431	0.141122	0.156516	0.127702	0.0342309	0.145065	0.0897901	
600	0.108916	0.137861	0.0543808	0.136664	0.128603	0.00690771	0.162963	0.107018	0.133892	0.140146	0.133606	0.219972	0.105086	0.181419	0.145496	0.122046	0.0533641	0.207486	0.0726102	0.12916	0.165645	0.114718	0.143721	0.232812	0.093054	0.150939	0.101536	0.161172	0.01	0.168435	0.19599	0.110817	0.170525	0.12745	0.124756	0.116983	0.142758	0.038794	0.130585	0.108736	0.145454	0.149077	0.168592	0.145358	0.206049	0.0978521	0.0791897	0.103296	0.145824	0.136974	0.145426	0.216302	0.106843	0.103828	0.0651223	0.206507	0.120279	0.177932	0.149561	0.183894	0.20816	0.0651081	0.151217	0.124212	0.158278	0.148181	0.171552	0.132604	0.0569194	0.170381	0.218376	0.1581	0.1525	0.0934141	0.0921243	0.123325	0.0953693	0.124657	0.174964	0.117377	0.126641	0.128712	0.148531	0.0827488	0.151505	0.146199	0.142576	0.128648	0.163023	0.172616	0.108356	0.158317	0.230215	0.210431	0.141122	0.156516	0.127702	0.120604	0.145065	0.130854	
700	0.128549	0.137861	0.0543808	0.136664	0.128603	0.130869	0.160634	0.107018	0.133892	0.140146	0.133606	0.0816453	0.20628	0.215809	0.145496	0.142065	0.0533641	0.207486	0.0726102	0.12916	0.195775	0.138221	0.143721	0.232812	0.114588	0.150939	0.101536	0.161172	0.113792	0.168435	0.19599	0.104633	0.170525	0.12745	0.124756	0.115914	0.142758	0.115327	0.130585	0.108736	0.145454	0.149077	0.168592	0.238291	0.206049	0.0978521	0.0791897	0.135515	0.145824	0.136974	0.145426	0.216302	0.115264	0.135171	0.0896038	0.206507	0.120279	0.177932	0.149561	0.183894	0.20816	0.0651081	0.151217	0.151172	0.158278	0.222447	0.171552	0.105556	0.0569194	0.170381	0.218376	0.1581	0.1525	0.0934141	0.193319	0.132277	0.0953693	0.131742	0.152146	0.117377	0.126641	0.260664	0.140468	0.0936213	0.143491	0.146199	0.142576	0.122806	0.141254	0.172616	0.11733	0.158317	0.230215	0.131769	0.141122	0.156516	0.138337	0.243281	0.145065	0.130854	
800	0.0809308	0.137861	0.163768	0.136664	0.128603	0.130869	0.14939	0.107018	0.133892	0.140146	0.132516	0.123813	0.20628	0.215809	0.180588	0.142065	0.126181	0.170209	0.0726102	0.12916	0.195775	0.138221	0.143721	0.24522	0.114588	0.150939	0.207265	0.161172	0.196926	0.168435	0.19599	0.104633	0.160146	0.12745	0.124756	0.232845	0.143251	0.105828	0.130585	0.18981	0.145454	0.135665	0.168592	0.238291	0.206049	0.0978521	0.0791897	0.135515	0.145824	0.136974	0.145426	0.216302	0.115264	0.135171	0.166952	0.134021	0.120279	0.177932	0.166792	0.183894	0.201487	0.0805699	0.151217	0.151172	0.158278	0.123698	0.125514	0.105556	0.0569194	0.170381	0.161716	0.193454	0.133293	0.0934141	0.193319	0.132277	0.0953693	0.199175	0.152146	0.15169	0.181114	0.260664	0.140468	0.220967	0.236616	0.146199	0.142576	0.123608	0.16677	0.13505	0.11733	0.147404	0.230215	0.131769	0.141122	0.153266	0.138337	0.174308	0.136745	0.130854	
900	0.243938	0.171572	0.228609	0.136664	0.189195	0.130869	0.14939	0.235166	0.228746	0.140146	0.132516	0.221955	0.20628	0.118966	0.180588	0.213302	0.126181	0.140401	0.0726102	0.12916	0.198165	0.138221	0.143721	0.24522	0.114588	0.139506	0.207265	0.161172	0.196926	0.27166	0.186735	0.205834	0.145292	0.12745	0.194557	0.232845	0.105251	0.166144	0.130585	0.18981	0.199488	0.135665	0.261934	0.185869	0.127939	0.0978521	0.256572	0.135515	0.145824	0.161223	0.145426	0.183965	0.115264	0.135171	0.166952	0.177542	0.163397	0.177932	0.146001	0.183894	0.164912	0.0805699	0.217264	0.151172	0.213595	0.214616	0.125514	0.0988953	0.0569194	0.170381	0.176589	0.193454	0.158527	0.143345	0.193319	0.132277	0.0981327	0.199175	0.152146	0.15169	0.181114	0.188922	0.140468	0.220967	0.148777	0.146199	0.142576	0.162089	0.16677	0.13505	0.11733	0.144805	0.204582	0.102631	0.138727	0.153266	0.138337	0.136049	0.136745	0.201198	
1000	0.243938	0.171572	0.177588	0.136664	0.189195	0.1851	0.164407	0.18287	0.21916	0.140146	0.132945	0.221955	0.161875	0.171914	0.193556	0.213302	0.126181	0.164658	0.117336	0.12916	0.198165	0.138221	0.143721	0.120124	0.114588	0.188822	0.207265	0.161172	0.196926	0.27166	0.198154	0.205834	0.117023	0.12745	0.194557	0.232845	0.105251	0.166144	0.130585	0.160812	0.199488	0.135665	0.261934	0.152664	0.127939	0.0978521	0.141568	0.21435	0.221417	0.161223	0.148711	0.166552	0.115264	0.135171	0.166952	0.177542	0.163397	0.177932	0.146001	0.18446	0.164912	0.242658	0.217264	0.187001	0.16266	0.214616	0.125514	0.0988953	0.143662	0.170381	0.156405	0.139806	0.158527	0.143345	0.162709	0.132277	0.0981327	0.110759	0.152146	0.15169	0.159315	0.188922	0.140468	0.120278	0.202691	0.146199	0.142576	0.162089	0.16677	0.198576	0.214841	0.144805	0.130109	0.118762	0.138727	0.153266	0.138337	0.136049	0.136745	0.201198	
