100	1.21397	1.99115	1.21397	1.21397	1.21397	1.21397	1.21397	1.19056	1.21397	1.96912	1.21397	0	5.96154	1.21397	1.21286	1.21397	5.88459	2.18221	1.21397	2.9721	1.05081	4.49778	4.46985	1.21397	1.20073	0	1.21397	5.57573	1.21397	9.84547	6.9238	1.21397	1.21397	4.56222	1.21397	6.06844	1.6067	1.21397	1.21397	1.21397	3.29538	2.79322	1.40519	1.21397	3.88548	1.21397	1.21397	1.82097	1.21397	1.21397	1.21397	0.993479	1.21397	1.21397	1.21126	1.21397	6.50524	1.21397	5.66184	1.21397	1.21248	1.21397	1.21397	1.21397	5.52289	6.57555	0	1.21397	1.21371	1.21397	0.797322	1.21397	1.21397	1.21397	1.21397	1.21397	0	1.21148	6.57345	1.21397	4.19992	1.75643	1.23729	1.21397	1.21397	1.21397	1.21397	1.21397	1.19675	0	1.21397	1.21397	1.21397	1.21124	1.21397	1.21397	4.56936	1.21397	1.21397	2.58825	
200	0.0301836	1.94788	6.48079	1.20889	7.4937	1.20889	1.20889	0.329719	1.20889	6.41817	7.98308	4.46819	5.50108	8.89298	3.89363	1.20889	5.54896	2.16107	1.20889	2.87336	1.0453	4.3709	4.34487	7.16301	1.16965	1.63503	2.32014	5.00787	1.20889	8.58172	6.02482	0	6.0463	4.45486	5.65159	5.43807	1.58505	3.92635	1.20889	1.94953	3.24107	2.71138	1.39685	1.20889	3.68957	1.20889	2.07155	1.79497	1.20889	4.43943	1.20889	1.00466	3.0229	5.16293	1.20505	1.20889	5.85312	1.20889	5.1216	1.20889	1.33191	1.20889	3.08352	4.62787	5.05328	10.0803	6.68588	1.20889	6.08699	3.15338	3.21267	5.48015	0	7.3043	2.42775	0.922174	0	1.1936	3.38025	1.20889	3.91371	1.72871	1.22758	2.81371	0	1.20889	1.20889	3.92216	4.83844	0	1.63068	1.20889	1.20889	9.49784	1.20889	10.3511	4.42613	1.20889	3.32219	2.55263	
300	13.381	1.94155	5.71781	1.20817	6.497	1.20817	5.53072	0	7.83997	11.4829	7.19019	4.20264	5.39971	7.82514	3.79424	10.3938	5.48655	4.54018	1.20817	2.8582	1.02969	10.8935	9.16701	6.62942	0	1.48034	2.26874	4.9151	1.20817	8.29504	5.8716	10.2347	6.99887	10.7155	5.35224	5.33161	1.58168	3.85685	1.20817	6.46912	8.49216	2.6989	6.11919	1.20817	7.59762	1.20817	9.3377	1.79093	6.09979	7.21695	12.9565	1.00938	2.91424	6.68697	1.40989	1.20817	3.8937	1.20817	3.56582	1.20817	1.30169	7.02715	2.98346	1.16375	4.9742	9.27108	5.7463	5.53264	5.77418	8.38163	12.7717	5.88117	5.85492	8.68511	2.40339	0.923555	7.40307	13.5552	10.1185	1.20817	3.86859	1.72469	0	4.29557	6.2167	1.20817	9.54743	8.64407	4.65319	7.55782	4.49627	1.20817	1.20817	8.30744	1.20817	8.18202	4.40125	11.2751	5.19326	8.55527	
400	9.6148	11.8982	5.58871	6.22574	8.12248	0.842115	5.51861	9.53548	10.5984	10.4797	10.3223	9.92366	5.33298	7.60208	8.00797	8.97179	5.46275	4.47461	5.96482	10.8813	6.70717	9.37729	8.28926	10.7694	0.0461133	8.15894	2.83062	9.16587	1.20806	8.2175	5.84087	9.11979	13.5677	9.62108	5.29777	5.31115	1.47418	4.23352	8.35415	10.6005	7.6711	12.1305	5.5615	1.20806	6.81945	8.06792	7.67463	10.432	7.78523	6.71132	9.57976	0.811552	7.26086	6.36716	7.00704	1.20806	12.7829	1.20806	3.59524	1.20806	1.29069	6.49344	2.96797	8.3346	12.9704	12.568	16.768	5.22447	5.62348	7.76151	9.66758	13.633	15.0119	8.18801	2.39966	0.923749	6.86697	9.92077	11.2847	1.20806	6.96075	11.0579	1.14684	8.72779	4.79922	17.6618	8.57955	7.74891	6.68982	14.0869	5.856	10.6917	1.20806	7.77031	13.5102	7.785	4.39675	8.75806	16.6651	8.01829	
500	9.16717	10.2323	5.56342	6.0294	11.199	0.843259	11.8831	7.99849	9.54112	9.64601	10.0622	16.6751	8.60998	13.6137	10.326	8.63597	5.45195	3.33019	7.2234	9.69524	11.5239	8.99554	8.0847	9.00566	6.0493	9.91929	12.3733	8.46488	1.20805	8.19508	10.1532	8.83117	11.3434	9.29799	11.003	5.66585	1.36559	4.22067	7.64942	9.13823	7.49502	10.2835	7.92387	1.20805	6.66941	9.02786	7.36353	8.64345	13.48	11.439	9.33542	7.53638	10.345	9.71521	6.46933	1.20805	9.90829	10.7133	6.08337	17.0735	1.28689	6.38916	14.004	10.0443	10.5707	10.4486	11.4908	10.899	5.5882	7.62076	8.41889	10.7346	10.9791	8.06376	2.39908	0.923776	8.95789	5.05701	10.0576	1.20805	6.38918	9.73344	11.7577	7.745	11.5829	11.3382	8.3468	9.95986	8.83568	11.8483	10.3636	12.2079	1.20805	14.4118	10.512	11.0577	10.4122	3.41524	8.83777	7.88899	
600	8.46992	9.27383	5.55828	13.6754	8.69099	0.843419	10.2793	5.68483	9.81998	9.63487	9.51919	11.0859	8.00555	10.7691	9.88952	9.9345	5.44985	16.9138	6.94453	9.34552	10.0204	8.87873	11.4004	15.5521	3.65658	8.1775	8.67243	11.3464	1.20805	12.5813	15.4603	8.74358	10.0924	9.18632	9.64283	11.9649	12.8079	4.21837	11.8984	8.78452	12.2502	9.71221	13.2081	11.7799	6.63635	8.42849	7.29167	7.93375	10.5733	9.96262	10.7081	11.0437	9.02372	8.78743	6.36404	14.6579	9.26437	11.8724	14.2839	11.59	14.5984	6.36662	10.7563	9.92521	9.83471	8.95335	10.1438	9.7551	5.48276	13.6456	7.47439	9.89365	9.96412	8.02969	9.51465	10.8927	7.78429	7.3073	9.56775	10.9588	10.2122	9.35222	9.98214	7.53882	10.1463	10.037	10.2424	9.42249	10.8089	10.2578	9.07558	10.3594	14.9494	10.1775	9.74101	10.001	9.54226	11.7362	9.1516	10.3695	
700	9.43584	9.27324	5.55722	10.4787	8.9834	15.9792	9.61206	4.39015	9.43836	9.42507	9.33323	3.87462	13.3716	10.7819	9.37837	10.1045	5.44683	11.4684	6.88327	9.22379	10.5034	10.2836	10.0283	10.8324	4.51732	7.47146	8.45741	10.1032	10.3689	10.4881	11.1926	8.71505	9.60913	9.14452	9.26506	9.67068	8.26388	11.3045	9.97817	8.68096	10.2763	9.4925	10.6691	16.366	12.1372	8.27602	7.27393	7.6889	9.79501	9.5216	9.83233	7.22853	9.16003	10.3005	8.4971	10.9054	9.06967	10.2479	10.7948	10.1186	10.287	6.36158	9.88498	11.0937	9.54369	12.9328	9.62716	7.83343	5.47794	10.7864	6.23379	9.56906	9.59954	8.01994	17.2223	10.1664	7.34794	7.22652	8.76753	9.46279	9.46732	18.6743	9.1746	8.36934	9.36684	9.61062	9.66058	8.8854	8.104	9.66837	9.37931	9.75401	10.7064	6.36572	9.47373	9.61464	9.86189	12.575	9.25316	9.57626	
800	6.50514	9.26795	12.1535	9.6856	9.08201	10.7306	9.11116	3.91651	9.30431	9.34242	9.22224	8.46611	9.64884	9.43543	10.7473	9.60845	10.8101	8.92009	6.86895	9.17775	9.08088	9.63303	9.59322	9.50846	4.14382	6.84195	15.9025	9.64965	15.9781	9.78178	9.86033	8.40516	9.04726	9.12811	9.13937	14.1166	7.26568	8.91064	9.45461	11.7537	9.6914	8.841	9.85394	10.9732	10.1089	8.23293	7.26941	6.79086	9.5166	9.36229	9.52801	5.91964	8.94108	9.61104	11.513	6.73535	9.00373	9.62992	10.9951	9.52544	8.75622	7.65789	9.56629	9.98836	9.41272	5.88972	7.7837	8.2965	5.57174	9.89127	3.98126	11.0644	8.43899	8.01708	11.6095	9.53559	7.21253	8.48998	9.05792	11.6807	9.93737	11.185	9.06395	13.7211	13.2112	9.44388	9.44954	9.01061	8.94243	7.72415	9.0488	8.99455	9.20926	7.38979	9.36818	9.30896	9.49391	8.31104	9.01555	9.32461	
900	12.2003	10.356	11.4216	9.4213	12.9468	9.68253	9.22929	8.10294	11.9181	9.30745	9.20893	12.9914	8.29067	6.17066	9.60372	11.6565	9.50867	7.83003	6.86552	9.15943	8.50223	9.4112	9.42781	8.41662	4.16728	6.17939	11.2224	9.45311	11.3137	13.0064	9.11315	12.7893	8.51153	9.12144	13.9438	10.415	5.41782	10.9023	9.27896	10.1267	11.174	9.07775	13.5067	7.34882	6.60115	8.22016	15.0695	6.55114	9.40299	10.191	9.40625	4.67229	8.87124	9.38048	10.0549	10.4286	10.6475	9.34344	9.05635	9.23756	7.34335	7.42221	10.7079	9.60452	10.6484	11.4979	8.53664	7.92142	5.5223	9.52129	4.79806	9.80766	10.0562	11.7476	10.0482	9.32608	7.40621	7.13814	9.18716	10.1685	9.48337	6.46644	8.99414	10.4583	6.32026	9.37211	9.36384	10.5316	8.26934	8.56245	8.94551	9.83447	7.7083	6.14622	9.19122	9.31576	9.35933	6.85609	9.15196	13.6805	
1000	9.58809	9.703	8.77744	9.32082	10.5179	11.9611	9.65566	4.12998	9.53328	9.29193	9.15244	9.94017	6.86624	9.1234	9.35002	9.82728	9.13612	9.38457	10.1236	9.15189	8.18602	9.32591	9.35848	4.48351	4.14529	8.19969	9.74241	9.3588	9.89811	9.3983	9.21462	10.3327	7.23879	9.11867	10.7847	9.03837	5.39342	9.9471	9.2136	8.61257	9.8043	9.17088	9.73056	6.2236	7.92967	8.21626	5.73247	8.98766	10.8952	9.67593	9.56455	3.592	8.84749	9.2934	9.51832	9.64948	9.85198	9.19392	9.21693	9.10213	7.81277	15.7826	9.38396	11.3777	8.28069	9.7043	8.85753	8.15664	12.876	9.34469	4.3014	8.1198	9.61584	10.1192	8.47389	9.24799	7.3611	4.51305	9.24721	9.67393	8.14512	7.4589	8.95181	6.33484	8.96323	9.33926	9.32655	9.80847	8.02409	10.9287	11.3431	9.50094	5.22501	7.90503	9.23898	9.31327	9.3054	8.0767	9.20705	10.653	
